"country_destination","age_bucket","gender","population_in_thousands","year","lat_destination","lng_destination","distance_km","destination_km2","destination_language","language_levenshtein_distance"
"NL","25-29","female",505,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","60-64","male",523,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","85-89","male",78,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","65-69","female",527,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","70-74","female",375,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"NL","75-79","female",295,2015,52.133057,5.29525,7524.3203,41543,"nld",63.22
"PT","80-84","female",194,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","40-44","female",418,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","65-69","female",313,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","60-64","female",341,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","90-94","male",19,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","85-89","female",115,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","80-84","male",122,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","35-39","male",419,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","15-19","female",266,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","60-64","male",308,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","90-94","female",45,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","25-29","female",299,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","95-99","female",9,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","55-59","female",366,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","65-69","male",267,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","40-44","male",416,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","100+","female",1,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","75-79","female",244,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","0-4","male",239,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","85-89","male",59,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","35-39","female",414,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","5-9","male",264,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","100+","male",0,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","50-54","female",397,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","95-99","male",3,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","10-14","female",269,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","10-14","male",285,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","0-4","female",225,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","75-79","male",177,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","5-9","female",250,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","15-19","male",277,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","45-49","male",386,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","20-24","male",285,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","45-49","female",395,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","20-24","female",275,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","70-74","male",214,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","25-29","male",309,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","50-54","male",378,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","70-74","female",270,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","55-59","male",343,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","30-34","female",362,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"PT","30-34","male",371,2015,39.553444,-7.839319,7355.2534,92090,"por",95.45
"US","90-94","female",1193,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","75-79","male",3641,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","70-74","male",5278,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","65-69","male",7561,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","60-64","male",9217,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","55-59","male",10689,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","50-54","male",11013,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","45-49","male",10454,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","40-44","male",10159,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","10-14","female",10346,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","35-39","male",10329,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","30-34","male",10984,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","25-29","male",11385,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","20-24","male",11601,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","15-19","male",11025,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","10-14","male",10771,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","5-9","male",10632,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","0-4","male",10788,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","100+","female",61,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","95-99","female",361,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","5-9","female",10201,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","85-89","female",2459,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","80-84","female",3394,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","75-79","female",4532,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","70-74","female",6179,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","65-69","female",8483,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","60-64","female",10004,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","55-59","female",11264,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","50-54","female",11413,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","45-49","female",10659,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","0-4","female",10306,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","40-44","female",10308,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","35-39","female",10352,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","30-34","female",10863,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","25-29","female",11011,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","20-24","female",11094,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","100+","male",13,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","95-99","male",115,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","90-94","male",541,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","15-19","female",10570,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","85-89","male",1441,2015,36.966427,-95.84403,0,9826675,"eng",0
"US","80-84","male",2442,2015,36.966427,-95.84403,0,9826675,"eng",0
